show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,description,classification
s1226,Movie,Sultan and the Rock Star,Ed Abroms,United States,2019-11-12,2019.0,TV-PG,47.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , F, a, m, i, l, y",A rock star befriends a gentle tiger being hunted for sport. See details for advisory.,
s1227,Movie,Super Buddies,Robert Vince,United States,2019-11-12,2019.0,G,83.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",A new breed of hero is born when Disney's favorite extraordinary pups become Super Buddies!,0.0
s1228,Movie,Swiss Family Robinson,Edward Ludwig,United States,2019-11-12,2019.0,PG,94.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, m, i, l, y, ,,  , S, u, r, v, i, v, a, l",A violent storm shipwrecks the Robinson family on a deserted island. See details for advisory.,1.0
s1229,TV Show,TaleSpin,Unknown,United States,2019-11-12,2019.0,TV-G,1.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s","Follow Baloo, his 12-year old navigator Kit, the boss Rebecca Cunningham, and the rest of the crew.",
s1230,Movie,Tall Tale,Jeremiah Chechik,United States,2019-11-12,2019.0,PG,97.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , W, e, s, t, e, r, n",It's all up to Pecos Bill to save a boy's family farm in this rousing Western adventure.,1.0
s1231,Movie,Tangled,"Nathan Greno, Byron Howard",United States,2019-11-12,2019.0,PG,101.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y","Rapunzel and Flynn set off on a hilarious, hair-raising escapade.",1.0
s1232,Movie,Tangled Before Ever After,"Tom Caulfield, Stephen Sandoval",United States,2019-11-12,2019.0,TV-Y7,58.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , F, a, n, t, a, s, y",Rapunzel escapes for a night of freedom before her coronation.,
s1233,Movie,Tarzan & Jane,Steve Loter,United States,2019-11-12,2019.0,TV-PG,78.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n",Tarzan and Jane celebrate their first year in the jungle.,
s1234,Movie,Teacher's Pet,Timothy Björklund,United States,2019-11-12,2019.0,PG,75.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",A dog discovers that his dream of becoming a real boy isn't so far-fetched.,1.0
s1235,Movie,Teen Beach 2,Jeffrey Hornaday,United States,2019-11-12,2019.0,TV-G,106.0,"F, a, n, t, a, s, y, ,,  , M, u, s, i, c, a, l",Mack and Brady get a real-world visit from their retro movie compadres.,
s1236,Movie,Teen Beach Movie,Jeffrey Hornaday,United States,2019-11-12,2019.0,TV-G,97.0,"C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , F, a, n, t, a, s, y, ,,  , M, u, s, i, c, a, l",McKenzie and her boyfriend Brady catch a wave into a retro coastal musical.,
s1237,Movie,Teen Spirit,Gil Junger,United States,2019-11-12,2019.0,TV-14,82.0,"B, u, d, d, y, ,,  , C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e","To save her soul, Amber must pull off a high-school miracle.",
s1238,Movie,That Darn Cat,Bob Spiers,United States,2019-11-12,2019.0,PG,90.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y","A teen, a cat and a rookie FBI agent team up to solve a kidnapping.",1.0
s1239,Movie,That Darn Cat!,Robert Stevenson,United States,2019-11-12,2019.0,G,116.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",A cat holds the clue to bank robbers holding a teller hostage.,0.0
s1240,Movie,The Absent-Minded Professor,Robert Stevenson,United States,2019-11-12,2019.0,G,96.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n",A bumbling professor invents gravity-defying Flubber.,0.0
s1241,Movie,The Adventures of André & Wally B.,Alvy Smith,United States,2019-11-12,2019.0,TV-G,2.0,"A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s",Andre awakens from a nap and is greeted by a pesky bee.,
s1242,Movie,The Adventures of Bullwhip Griffin,James Neilson,United States,2019-11-12,2019.0,TV-PG,111.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",A boy joins the California gold rush with his trusty butler on his tail. See details for advisory.,
s1243,Movie,The Adventures of Huck Finn,Stephen Sommers,United States,2019-11-12,2019.0,PG,108.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , D, r, a, m, a",Huck and a runaway slave brave the Mississippi River in search of freedom.,1.0
s1244,Movie,The Adventures of Ichabod and Mr. Toad,"Jack Kinney, Clyde Geronimi, James Algar",United States,2019-11-12,2019.0,G,69.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , A, n, t, h, o, l, o, g, y",Enjoy two classic stories with Toad's Wild Ride and the Headless Horseman.,0.0
s1245,TV Show,The Adventures of Spin and Marty,Unknown,United States,2019-11-12,2019.0,TV-G,1.0,"B, u, d, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , F, a, m, i, l, y",Spin and Marty have adventures during the summer at Triple R Ranch. See details for advisory.,
s1246,Movie,The African Lion,James Algar,United States,2019-11-12,2019.0,G,72.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y, ,,  , F, a, m, i, l, y",Two wildlife experts spend years studying the majestic African lion.,0.0
s1247,Movie,The Apple Dumpling Gang,Norman Tokar,United States,2019-11-12,2019.0,G,100.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , W, e, s, t, e, r, n",Bumbling outlaws help three young orphans protect their huge gold nugget. See details for advisory.,0.0
s1248,Movie,The Apple Dumpling Gang Rides Again,Vincent McEveety,United States,2019-11-12,2019.0,G,89.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , W, e, s, t, e, r, n",Two bumbling outlaw wannabes just can't succeed in going straight. See details for advisory.,0.0
s1249,Movie,The Aristocats,Wolfgang Reitherman,United States,2019-11-12,2019.0,G,81.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y",A pedigreed cat and her kittens are catnapped by a greedy butler. See details for advisory.,0.0
s1250,Movie,The Art of Skiing,Jack Kinney,United States,2019-11-12,2019.0,TV-G,8.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Goofy demonstrates the art of skiing. See details for advisory.,
s1251,TV Show,The Avengers: Earth's Mightiest Heroes,Unknown,United States,2019-11-12,2019.0,TV-Y7,2.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s",Chaos sweeps over the planet as the Super Villain prison system breaks down.,
s1252,TV Show,The Avengers: United They Stand,Unknown,"France, Canada, United States",2019-11-12,2019.0,TV-Y7,1.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s","Set in a vibrant, high-tech future, the series focuses on the mightiest superheroes in the universe.",
s1253,Movie,The Band Concert,"Wilfred Jackson, Walt Disney",United States,2019-11-12,2019.0,TV-Y7,10.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , K, i, d, s",Mickey's concert in the park is disrupted by Donald and a cyclone. See details for advisory.,
s1254,Movie,The Bears and I,Bernard McEveety,United States,2019-11-12,2019.0,TV-PG,83.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, r, a, m, a, ,,  , F, a, m, i, l, y",A man seeking peace and quiet becomes a father to three mischievous bears. See details for advisory.,
s1255,Movie,The Big Bad Wolf,Burt Gillett,United States,2019-11-12,2019.0,TV-Y7,9.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , M, u, s, i, c, a, l",Red Riding Hood travels to visit her sick grandmother. See details for advisory.,
s1256,Movie,The Biscuit Eater,Vincent McEveety,United States,2019-11-12,2019.0,G,93.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, r, a, m, a, ,,  , F, a, m, i, l, y",Two young boys try to transform a misfit hound into a champion bird dog. See details for advisory.,0.0
s1257,Movie,The Black Cauldron,"Ted Berman, Richard Rich","United States, United Kingdom",2019-11-12,2019.0,PG,82.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e",A young pig keeper becomes an unlikely hero when he confronts an evil king.,1.0
s1258,Movie,The Black Hole,Gary Nelson,United States,2019-11-12,2019.0,PG,98.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n, ,,  , T, h, r, i, l, l, e, r",Take a spectacular descent into nature's ultimate mystery: The Black Hole.,1.0
s1259,Movie,The Blue Umbrella,Saschka Unseld,United States,2019-11-12,2019.0,G,7.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , K, i, d, s",Two unlikely umbrellas fall eternally in love.,0.0
s1260,TV Show,The Book of Once Upon a Time,Unknown,,2019-11-12,2019.0,TV-Y,4.0,"A, n, i, m, a, t, i, o, n, ,,  , A, n, t, h, o, l, o, g, y, ,,  , K, i, d, s",Classic Disney tales are brought to life in a magical storytelling experience.,
s1261,TV Show,The Book of Pooh,Unknown,United States,2019-11-12,2019.0,TV-Y,2.0,"C, o, m, e, d, y, ,,  , K, i, d, s",Pooh and Friends discover Christopher Robin’s storybook filled with endearing tales about them!,
s1262,Movie,The Brave Little Toaster Goes to Mars,Robert Ramirez,United States,2019-11-12,2019.0,TV-G,73.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s",Toaster and his friends head for Mars to bring the master's baby home.,
s1263,Movie,The Castaway Cowboy,Vincent McEveety,United States,2019-11-12,2019.0,G,91.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, m, i, l, y, ,,  , W, e, s, t, e, r, n",A Texan castaway helps defend a Hawaiian family's land.,0.0
s1264,Movie,The Cheetah Girls,Oz Scott,"Canada, United States",2019-11-12,2019.0,TV-G,94.0,"C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , D, r, a, m, a, ,,  , M, u, s, i, c",The Cheetah Girls sing and dance their way toward that elusive record deal.,
s1265,Movie,The Cheetah Girls 2,Kenny Ortega,United States,2019-11-12,2019.0,TV-G,98.0,"C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , D, r, a, m, a, ,,  , M, u, s, i, c",The Cheetahs go to Barcelona to perform in a music festival.,
s1266,Movie,The Cheetah Girls: One World,Paul Hoen,United States,2019-11-12,2019.0,TV-G,85.0,"C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , M, u, s, i, c",The Cheetah Girls are off to India to land a spot in a Bollywood musical.,
s1267,Movie,The Christmas Star,Alan Shapiro,"Canada, United States",2019-11-12,2019.0,TV-G,94.0,"C, r, i, m, e, ,,  , D, r, a, m, a, ,,  , F, a, m, i, l, y",A counterfeiter finds the true meaning of Christmas.,
s1268,Movie,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,"United States, Poland, Slovenia, Czech Republic, United Kingdom",2019-11-12,2019.0,PG,154.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",The Pevensie siblings return to lead the Narnians on a remarkable journey.,1.0
s1269,Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,"United Kingdom, United States",2019-11-12,2019.0,PG,147.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",Four siblings enter a magical land and help its inhabitants defeat a witch.,1.0
s1270,Movie,The Color of Friendship,Kevin Hooks,"Canada, United States",2019-11-12,2019.0,TV-G,83.0,"B, i, o, g, r, a, p, h, i, c, a, l, ,,  , D, r, a, m, a",Two girls from different backgrounds learn the true color of friendship.,
s1271,Movie,The Computer Wore Tennis Shoes,Robert Butler,United States,2019-11-12,2019.0,G,90.0,"C, o, m, e, d, y, ,,  , C, r, i, m, e, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n",A student turns genius when he absorbs the knowledge stored in a computer.,0.0
s1272,Movie,The Country Bears,Peter Hastings,United States,2019-11-12,2019.0,G,91.0,"C, o, m, e, d, y, ,,  , M, u, s, i, c",The Country Bears aim to save the venue that made them famous.,0.0
s1273,Movie,The Emperor's New Groove,Mark Dindal,United States,2019-11-12,2019.0,G,82.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",A selfish emperor learns a lesson in humility when he is turned into a llama.,0.0
s1274,Movie,The Even Stevens Movie,Sean McNamara,United States,2019-11-12,2019.0,TV-G,94.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, e, d, y",An all-expenses-paid vacation ends up costing the Stevens their sanity.,
s1275,Movie,The Flood,Brad Bestelink,United States,2019-11-12,2019.0,TV-PG,93.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y",The Okavango Delta in Botswana transforms from desert to water wonderland.,
s1276,Movie,The Fox and the Hound,"Art Stevens, Ted Berman, Richard Rich",United States,2019-11-12,2019.0,G,85.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , B, u, d, d, y",A little fox and a hound pup become unlikely friends.,0.0
s1277,Movie,The Fox and the Hound 2,Jim Kammerud,United States,2019-11-12,2019.0,G,73.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , B, u, d, d, y",Tod and Copper's friendship is put to the test.,0.0
s1278,Movie,The Game Plan,Andy Fickman,United States,2019-11-12,2019.0,PG,112.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , S, p, o, r, t, s",A superstar quarterback meets the daughter he never knew existed.,1.0
s1279,Movie,The Ghosts of Buxley Hall,Bruce Bilson,United States,2019-11-12,2019.0,TV-PG,93.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",Ghosts inhabiting a cash-strapped academy enlist the help of a shy cadet.,
s1280,Movie,The Goddess of Spring,Wilfred Jackson,United States,2019-11-12,2019.0,TV-Y7,10.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y","The goddess of spring is kidnapped, bringing about the winter season. See details for advisory.",
s1281,Movie,The Golden Touch,Walt Disney,United States,2019-11-12,2019.0,TV-Y7,11.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",A fable of a king whose touch turns everything to gold. See details for advisory.,
s1282,Movie,The Good Dinosaur,Peter Sohn,United States,2019-11-12,2019.0,PG,94.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , B, u, d, d, y",A dinosaur named Arlo makes an unlikely friend during his journey home.,1.0
s1283,Movie,The Great Muppet Caper,Jim Henson,"United Kingdom, United States",2019-11-12,2019.0,G,98.0,"C, o, m, e, d, y, ,,  , C, r, i, m, e, ,,  , F, a, m, i, l, y",Kermit and the gang investigate when Miss Piggy is framed for burglary.,0.0
s1284,Movie,The Greatest Game Ever Played,Bill Paxton,"United States, Canada",2019-11-12,2019.0,PG,122.0,"B, i, o, g, r, a, p, h, i, c, a, l, ,,  , S, p, o, r, t, s","The story of Francis Ouimet, the first amateur to win the U.S. Open.",1.0
s1285,Movie,The Haunted Mansion,Rob Minkoff,United States,2019-11-12,2019.0,PG,89.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y","A family comes face-to-face with 999 grim, grinning ghosts in creepy old Gracey Manor.",1.0
s1286,Movie,The Hockey Champ,Jack King,United States,2019-11-12,2019.0,TV-G,9.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Donald and his nephews play Hockey. See details for advisory.,
s1287,Movie,The Hunchback of Notre Dame,"Gary Trousdale, Kirk Wise","United States, France",2019-11-12,2019.0,G,96.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",Quasi leaves his tower in Notre Dame to help a kind and beautiful gypsy.,0.0
s1288,Movie,The Hunchback of Notre Dame II,Bradley Raymond,United States,2019-11-12,2019.0,G,69.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",It's Quasimodo's turn to look past appearances when seeking true love.,0.0
s1289,TV Show,The Imagineering Story,Unknown,United States,2019-11-12,2019.0,TV-PG,1.0,"D, o, c, u, s, e, r, i, e, s, ,,  , H, i, s, t, o, r, i, c, a, l",Creating happiness takes a strong blend of imagination and engineering - known as Imagineering.,
s1290,Movie,The Incredible Journey,Fletcher Markle,"Canada, United States",2019-11-12,2019.0,G,80.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , F, a, m, i, l, y",Two dogs and a cat traverse the Canadian frontier to find their way home.,0.0
s1291,Movie,The Incredibles,Brad Bird,United States,2019-11-12,2019.0,PG,116.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y","A family of Supers, forced to adopt civilian lives, returns to action.",1.0
s1292,Movie,The Journey of Natty Gann,Jeremy Kagan,United States,2019-11-12,2019.0,PG,101.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , D, r, a, m, a",A brave young girl embarks on a cross-country search for her father.,1.0
s1293,Movie,The Jungle Book 2,Steve Trenbirth,"United States, Australia",2019-11-12,2019.0,G,77.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s",Mowgli must decide whether to live in the village or return to the jungle.,0.0
s1294,Movie,The Jungle Book: Mowgli's Story,Nick Marck,United States,2019-11-12,2019.0,G,77.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , F, a, m, i, l, y",Mowgli reflects on his childhood jungle adventures.,0.0
s1295,Movie,The Legend of Mor'du,Brian Larsen,United States,2019-11-12,2019.0,TV-G,8.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",A prince seeks control of a kingdom from his brothers through magic.,
s1296,Movie,The Lion King 1 1/2,Bradley Raymond,"Australia, United States",2019-11-12,2019.0,G,80.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y",Timon and Pumbaa reveal how they helped Simba save the Serengeti.,0.0
s1297,Movie,The Lion King 2: Simba's Pride,Darrell Rooney,"United States, Australia",2019-11-12,2019.0,G,84.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",Simba's strong-willed daughter befriends the heir to Scar's pride.,0.0
s1298,Movie,The Little Mermaid,"Ron Clements, John Musker",United States,2019-11-12,2019.0,G,86.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",Dive into Disney fun with Ariel in The Little Mermaid.,0.0
s1299,Movie,The Little Mermaid II:  Return to the Sea,Jim Kammerud,"United States, Canada, Australia, Taiwan",2019-11-12,2019.0,G,77.0,"A, n, i, m, a, t, i, o, n, ,,  , D, r, a, m, a, ,,  , F, a, n, t, a, s, y",Return To The Sea with The Little Mermaid’s daughter.,0.0
s1300,Movie,The Little Mermaid:  Ariel's Beginning,Peggy Holmes,United States,2019-11-12,2019.0,G,79.0,"A, n, i, m, a, t, i, o, n, ,,  , D, r, a, m, a, ,,  , F, a, m, i, l, y","Long before Prince Eric, Ariel faces a choice between family and music.",0.0
s1301,Movie,The Little Whirlwind,Riley Thomas,United States,2019-11-12,2019.0,TV-Y7,9.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , K, i, d, s",Mickey tries to clean Minnie's yard despite a playful whirlwind. See details for advisory.,
s1302,Movie,The Living Desert,James Algar,United States,2019-11-12,2019.0,G,69.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y, ,,  , F, a, m, i, l, y",The desert teems with vitality in this true-life adventure.,0.0
s1303,Movie,The Lizzie McGuire Movie,Jim Fall,United States,2019-11-12,2019.0,PG,95.0,"C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , F, a, m, i, l, y",Lizzie McGuire and her pals go on a class trip to Italy.,1.0
s1304,Movie,The Lost Tomb of Alexander the Great,Duncan Singh,United Kingdom,2019-11-12,2019.0,TV-PG,44.0,"D, o, c, u, m, e, n, t, a, r, y, ,,  , H, i, s, t, o, r, i, c, a, l",An archaeologist on the hunt for Alexander the Great’s lost tomb makes an extraordinary discovery.,
s1305,Movie,The Love Bug (1969),Robert Stevenson,United States,2019-11-12,2019.0,G,108.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",A down-on-his-luck race car driver teams up with a little VW Bug that has a mind of its own.,0.0
s1306,Movie,The Many Adventures of Winnie the Pooh,"Wolfgang Reitherman, John Lounsbery",United States,2019-11-12,2019.0,TV-Y,75.0,"A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s, ,,  , M, u, s, i, c, a, l",Experience the magical tales of Pooh and his Hundred Acre Wood friends.,
s1307,Movie,The Million Dollar Duck,Vincent McEveety,United States,2019-11-12,2019.0,G,93.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y",A research scientist discovers his lab duck now lays golden eggs.,0.0
s1308,Movie,The Mistle-Tones,Paul Hoen,United States,2019-11-12,2019.0,TV-PG,87.0,"D, r, a, m, a, ,,  , M, u, s, i, c",Holly forms a Christmas singing group to compete with a harsh rival.,
s1309,Movie,The Muppet Christmas Carol,Brian Henson,"United States, United Kingdom",2019-11-12,2019.0,G,87.0,"C, o, m, e, d, y, ,,  , D, r, a, m, a, ,,  , F, a, m, i, l, y",The Muppets present their own touching rendition of Charles Dickens' classic tale.,0.0
s1310,Movie,The Muppet Movie,James Frawley,"United Kingdom, United States",2019-11-12,2019.0,G,95.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y","On his way to Hollywood, Kermit dodges a villain eager to serve him up as fried frog-legs.",0.0
s1311,Movie,The Muppets,James Bobin,United States,2019-11-12,2019.0,PG,108.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , K, i, d, s",The Muppets' biggest fan reunites the gang to save their beloved theater.,1.0
s1312,TV Show,The Muppets (Series),Unknown,United States,2019-11-12,2019.0,TV-PG,1.0,"C, o, m, e, d, y","""The Muppets"" return with a documentary-style show.",
s1313,TV Show,The New Adventures of Winnie the Pooh,Unknown,United States,2019-11-12,2019.0,TV-Y,4.0,"A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s",The stories of Winnie the Pooh and friends.,
s1314,Movie,The Old Mill,Wilfred Jackson,United States,2019-11-12,2019.0,TV-Y7,9.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",Animals try to stay safe and dry in an old mill. See details for advisory.,
s1315,Movie,The Olympic Champ,Jack Kinney,United States,2019-11-12,2019.0,TV-G,7.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Goofy demonstrates Olympic events to the narration of their history. See details for advisory.,
s1316,Movie,The Parent Trap,Nancy Meyers,"United States, United Kingdom",2019-11-12,2019.0,PG,129.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , R, o, m, a, n, c, e",Identical twins scheme to switch places and reunite their divorced parents.,1.0
s1317,Movie,The Parent Trap (1961),David Swift,United States,2019-11-12,2019.0,G,129.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , R, o, m, a, n, c, e","Twins separated at birth reunite, then switch places to try and get their parents back together.",0.0
s1318,Movie,The Pied Piper,Wilfred Jackson,United States,2019-11-12,2019.0,TV-G,8.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , M, u, s, i, c, a, l",The Pied Piper lures the children out of town. See details for advisory.,
s1319,Movie,The Plausible Impossible (Disneyland: 1954-58),"Wilfred Jackson, William Beaudine",United States,2019-11-12,2019.0,TV-PG,52.0,"D, o, c, u, m, e, n, t, a, r, y, ,,  , F, a, m, i, l, y",Walt Disney explains some of the techniques of animation. See details for advisory.,
s1320,Movie,The Poof Point,Neal Israel,United States,2019-11-12,2019.0,TV-G,80.0,"C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n",Eddie and Marie’s parents invent a machine that makes them younger.,
s1321,Movie,The Prince and the Pauper,Don Chaffey,United Kingdom,2019-11-12,2019.0,G,94.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , F, a, m, i, l, y","After meeting his lookalike, a prince trades places with a pauper. See details for advisory.",0.0
s1322,Movie,The Princess and the Frog,"John Musker, Ron Clements",United States,2019-11-12,2019.0,G,99.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",A fateful kiss with a frog sends Tiana on a mystical bayou adventure.,0.0
s1323,Movie,The Princess Diaries,Garry Marshall,"United States, United Kingdom",2019-11-12,2019.0,G,116.0,"C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , F, a, m, i, l, y",A teenager discovers that she is the princess of a small European country.,0.0
